Word	MorphoLexSegm	Roots
sightseen	{(sight)}{(see)}>n>	['sight', 'see']
signalmen	{(sign)}>al>{(men)}	['sign', 'men']
sixteenths	{(six)(teen)}>th>	['six', 'teen']
skateboarders	{(skate)}{(board)}>er>	['skate', 'board']
servomechanism	{(servo)(mechan)>ism>}	['servo', 'mechan']
servomechanisms	{(servo)(mechan)>ism>}	['servo', 'mechan']
seventeenths	{(seven)(teen)}>th>	['seven', 'teen']
sharecroppers	{(share)}{(crop)}>er>	['share', 'crop']
shipbrokers	{(ship)}{(broke)}>er>	['ship', 'broke']
shipbuilders	{(ship)}{(build)}>er>	['ship', 'build']
shipowners	{(ship)}{(own)}>er>	['ship', 'own']
shirtwaister	{(shirt)}{(waist)}>er>	['shirt', 'waist']
shirtwaisters	{(shirt)}{(waist)}>er>	['shirt', 'waist']
shoemakers	{(shoe)}{(make)}>er>	['shoe', 'make']
shoplifters	{(shop)}{(lift)}>er>	['shop', 'lift']
shortsightedly	{(short)}{(sight)}>ly>	['short', 'sight']
seekingly	{(see)}{(king)}>ly>	['see', 'king']
seismologist	{(seism)(log)>ist>}	['seism', 'log']
seismologists	{(seism)(log)>ist>}	['seism', 'log']
saxophonists	{(saxo)(phon)}>ist>	['saxo', 'phon']
sceneshifters	{(scene)}{(shift)}>er>	['scene', 'shift']
screwdrivers	{(screw)}{(drive)}>er>	['screw', 'drive']
scriptwriters	{(script)}{(write)}>er>	['script', 'write']
safebreaker	{(safe)}{(break)}>er>	['safe', 'break']
safebreakers	{(safe)}{(break)}>er>	['safe', 'break']
safecrackers	{(safe)}{(crack)}>er>	['safe', 'crack']
saloonkeeper	{(saloon)}{(keep)}>er>	['saloon', 'keep']
sandpipers	{(sand)}{(pipe)}>er>	['sand', 'pipe']
rockstrewn	{(rock)}{(strew)}>n>	['rock', 'strew']
ropewalker	{(rope)}{(walk)}>er>	['rope', 'walk']
ropewalkers	{(rope)}{(walk)}>er>	['rope', 'walk']
roughriders	{(rough)}{(ride)}>er>	['rough', 'ride']
rubbernecked	{(rub)}>er>{(neck)}	['rub', 'neck']
rubbernecking	{(rub)}>er>{(neck)}	['rub', 'neck']
rubbernecks	{(rub)}>er>{(neck)}	['rub', 'neck']
ringleaders	{(ring)}{(lead)}>er>	['ring', 'lead']
roadmender	{(road)}{(mend)}>er>	['road', 'mend']
roadmenders	{(road)}{(mend)}>er>	['road', 'mend']
redheader	{(red)}{(head)}>er>	['red', 'head']
radiographer	{(radio)(graph)>er>}	['radio', 'graph']
radiographers	{(radio)(graph)>er>}	['radio', 'graph']
radiologist	{(radio)(log)>ist>}	['radio', 'log']
radiologists	{(radio)(log)>ist>}	['radio', 'log']
radiotherapists	(radio){(therap)>ist>}	['radio', 'therap']
radiotherapist	(radio){(therap)>ist>}	['radio', 'therap']
ratepayers	{(rate)}{(pay)}>er>	['rate', 'pay']
psychologies	{(psycho)(log)>y>}	['psycho', 'log']
pursewarden	{(purse)}{(ward)}>en>	['purse', 'ward']
pussycats	{(puss)}>y>{(cat)}	['puss', 'cat']
pussyfooted	{(puss)}>y>{(foot)}	['puss', 'foot']
pussyfooting	{(puss)}>y>{(foot)}	['puss', 'foot']
pussyfoots	{(puss)}>y>{(foot)}	['puss', 'foot']
putrefaction	{(putr)(efact)>ion>}	['putr', 'efact']
pyromaniacs	{(pyro)(mania)>iac>}	['pyro', 'mania']
pyrotechnic	(pyro){(tech)>ic>}	['pyro', 'tech']
pyrotechnics	(pyro){(tech)>ics>}	['pyro', 'tech']
proofreader	{(proof)}{(read)}>er>	['proof', 'read']
proofreaders	{(proof)}{(read)}>er>	['proof', 'read']
protozoan	{(proto)(zoa)}>n>	['proto', 'zoa']
pseudonymous	{(pseudo)(nym)}>ious>	['pseudo', 'nym']
psychoanalytical	(psycho){(analytic)}>al>	['psycho', 'analytic']
psychokinetic	(psycho){(kine)>ic>}	['psycho', 'kine']
primogeniture	{(prim)(genit)>ure>}	['prim', 'genit']
prizefighter	{(prize)}{(fight)}>er>	['prize', 'fight']
prizefighters	{(prize)}{(fight)}>er>	['prize', 'fight']
poliomyelitis	{(polio)(myel)>itis>}	['polio', 'myel']
pornographers	{(porn)(graph)>er>}	['porn', 'graph']
portwatchers	{(port)}{(watch)}>er>	['port', 'watch']
potholer	{(pot)}{(hole)}>er>	['pot', 'hole']
potholers	{(pot)}{(hole)}>er>	['pot', 'hole']
pothunter	{(pot)}{(hunt)}>er>	['pot', 'hunt']
pothunters	{(pot)}{(hunt)}>er>	['pot', 'hunt']
playgoer	{(play)}{(go)}>er>	['play', 'go']
playgoers	{(play)}{(go)}>er>	['play', 'go']
plutocratic	{(pluto)(crat)}>ic>	['pluto', 'crat']
pharmacologist	{(pharma)(log)>ist>}	['pharma', 'log']
pharmacologists	{(pharma)(log)>ist>}	['pharma', 'log']
philologist	{(philo)(log)>ist>}	['philo', 'log']
philology	{(philo)(log)>y>}	['philo', 'log']
philosophizes	{(philo)(soph)>ize>}	['philo', 'soph']
phonologist	{(phon)(log)>ist>}	['phon', 'log']
phonologists	{(phon)(log)>ist>}	['phon', 'log']
photostatic	{(photo)}{(stat)>ic>}	['photo', 'stat']
physiognomies	{(phys)(gnom)>y>}	['phys', 'gnom']
physiologies	{(phys)(log)>y>}	['phys', 'log']
physiologists	{(phys)(log)>ist>}	['phys', 'log']
physiotherapists	(phys){(therap)>ist>}	['phys', 'therap']
piggybacks	{(pig)}>y>{(back)}	['pig', 'back']
pigheadedly	{(pig)}{(head)}>ly>	['pig', 'head']
pigheadedness	{(pig)}{(head)}>ness>	['pig', 'head']
pennyweights	{(penny)}{(weigh)>t>}	['penny', 'weigh']
penology	{(pen)(log)>y>}	['pen', 'log']
penultimates	{(pen)(ultim)>ate>}	['pen', 'ultim']
petrology	{(petro)(log)>y>}	['petro', 'log']
parenthetic	{(par)>en>(thetic)}	['par', 'thetic']
partaken	{(par)(take)}>en>	['par', 'take']
passageways	{(pass)}>age>{(way)}	['pass', 'way']
paterollers	{(pate)}{(roll)}>er>	['pate', 'roll']
pathologists	{(patho)(log)>ist>}	['patho', 'log']
pawnbrokers	{(pawn)}{(broke)}>er>	['pawn', 'broke']
peacemakers	{(peace)}{(make)}>er>	['peace', 'make']
peashooters	{(pea)}{(shoot)}>er>	['pea', 'shoot']
pacemakers	{(pace)}{(make)}>er>	['pace', 'make']
pacesetters	{(pace)}{(set)}>er>	['pace', 'set']
painkillers	{(pain)}{(kill)}>er>	['pain', 'kill']
paleographic	{(paleo)(graph)>ic>}	['paleo', 'graph']
pallbearers	{(pall)}{(bear)}>er>	['pall', 'bear']
panhandler	{(pan)}{(handle)}>er>	['pan', 'handle']
panhandlers	{(pan)}{(handle)}>er>	['pan', 'handle']
paperhanger	{(paper)}{(hang)}>er>	['paper', 'hang']
paperhangers	{(paper)}{(hang)}>er>	['paper', 'hang']
paperweights	{(paper)}{(weigh)>t>}	['paper', 'weigh']
parabolas	{(para)(bol)>a>}	['para', 'bol']
paralytic	{(para)(lyt)>ic>}	['para', 'lyt']
paraplegia	{(para)(pleg)>ia>}	['para', 'pleg']
paraplegics	{(para)(pleg)>ic>}	['para', 'pleg']
oceanographers	{(ocean)}(graph)>er>	['ocean', 'graph']
oligarchies	{(olig)(arch)>y>}	['olig', 'arch']
ontologies	{(onto)(log)>y>}	['onto', 'log']
openheartedness	{(open)}{(heart)}>ness>	['open', 'heart']
ophthalmologist	{(ophthalmo)(log)>ist>}	['ophthalmo', 'log']
ornithologist	{(ornitho)(log)>ist>}	['ornitho', 'log']
ornithologists	{(ornitho)(log)>ist>}	['ornitho', 'log']
orthodoxies	{(ortho)(dox)}>y>	['ortho', 'dox']
orthorhombic	(ortho){(rhomb)>ic>}	['ortho', 'rhomb']
northeasters	{(north)}{(east)}>er>	['north', 'east']
northeastward	{(north)}{(east)}>ward>	['north', 'east']
northeastwards	{(north)}{(east)}>ward>	['north', 'east']
northwester	{(north)}{(west)}>er>	['north', 'west']
northwesters	{(north)}{(west)}>er>	['north', 'west']
northwestward	{(north)}{(west)}>ward>	['north', 'west']
northwestwards	{(north)}{(west)}>ward>	['north', 'west']
nurseryman	{(nurse)}>ory>{(man)}	['nurse', 'man']
nutcrackers	{(nut)}{(crack)}>er>	['nut', 'crack']
oarsmanship	{(oar)}(man)>ship>	['oar', 'man']
nationalcar	{(nation)}>al>{(car)}	['nation', 'car']
nearsightedness	{(near)}{(sight)}>ness>	['near', 'sight']
necromancer	{(necro)(manc)>er>}	['necro', 'manc']
necromancers	{(necro)(manc)>er>}	['necro', 'manc']
necromancy	{(necro)(manc)>y>}	['necro', 'manc']
neologism	{(neo)(log)>ism>}	['neo', 'log']
neologisms	{(neo)(log)>ism>}	['neo', 'log']
neurologists	{(neuro)(log)>ist>}	['neuro', 'log']
newscasters	{(new)}{(cast)}>er>	['new', 'cast']
newsdealer	{(new)}{(deal)}>er>	['new', 'deal']
newsdealers	{(new)}{(deal)}>er>	['new', 'deal']
newsreaders	{(new)}{(read)}>er>	['new', 'read']
newsvendors	{(new)}{(vend)}>or>	['new', 'vend']
nilpotent	{(nil)(pot)>ant>}	['nil', 'pot']
nineteenths	{(nine)(teen)}>th>	['nine', 'teen']
nitpicker	{(nit)}{(pick)}>er>	['nit', 'pick']
nitpickers	{(nit)}{(pick)}>er>	['nit', 'pick']
mudslingers	{(mud)}{(sling)}>er>	['mud', 'sling']
mycobacteria	(myco){(bacteri)>a>}	['myco', 'bacteri']
mycology	{(myco)(log)>y>}	['myco', 'log']
mythologist	{(myth)}(log)>ist>	['myth', 'log']
mythologists	{(myth)}(log)>ist>	['myth', 'log']
moneychangers	{(money)}{(change)}>er>	['money', 'change']
moneylenders	{(money)}{(lend)}>er>	['money', 'lend']
moneymakers	{(money)}{(make)}>er>	['money', 'make']
moonlighter	{(moon)}{(light)}>er>	['moon', 'light']
moonlighters	{(moon)}{(light)}>er>	['moon', 'light']
morphologic	{(morph)}(log)>ic>	['morph', 'log']
motorscooters	{(motor)}{(scoot)}>er>	['motor', 'scoot']
minesweepers	{(mine)}{(sweep)}>er>	['mine', 'sweep']
misogynists	{(miso)(gyn)>ist>}	['miso', 'gyn']
megalomaniacs	{(megalo)(mania)>iac>}	['megalo', 'mania']
melanesian	{(mela)(nesia)}>n>	['mela', 'nesia']
merrymakers	{(merry)}{(make)}>er>	['merry', 'make']
metalworker	{(metal)}{(work)}>er>	['metal', 'work']
metalworkers	{(metal)}{(work)}>er>	['metal', 'work']
metempsychosis	{(metem)(psycho)>sis>}	['metem', 'psycho']
meteorologist	{(meteo)(log)>ist>}	['meteo', 'log']
meteorologists	{(meteo)(log)>ist>}	['meteo', 'log']
methodologies	{(method)}(log)>y>	['method', 'log']
metropolises	{(metro)(pol)>sis>}	['metro', 'pol']
middleweights	{(middle)}{(weigh)>t>}	['middle', 'weigh']
matchmakers	{(match)}{(make)}>er>	['match', 'make']
mealybugs	{(meal)}>y>{(bug)}	['meal', 'bug']
magnanimities	{(magn)(anim)>ity>}	['magn', 'anim']
maidenhair	{(maid)>en>}{(hair)}	['maid', 'hair']
maidenlike	{(maid)>en>}{(like)}	['maid', 'like']
maledictions	{(male)(dict)}>ion>	['male', 'dict']
malefactor	{(male)(fact)>or>}	['male', 'fact']
malefactors	{(male)(fact)>or>}	['male', 'fact']
loggerheads	{(log)}>er>{(head)}	['log', 'head']
longwindedly	{(long)}{(wind)}>ly>	['long', 'wind']
longwindedness	{(long)}{(wind)}>ness>	['long', 'wind']
loonybins	{(loon)>y>}{(bin)}	['loon', 'bin']
loudhailer	{(loud)}{(hail)}>er>	['loud', 'hail']
loudhailers	{(loud)}{(hail)}>er>	['loud', 'hail']
loverlike	{(love)}>er>{(like)}	['love', 'like']
lowlander	{(low)}(land)>er>	['low', 'land']
lowlanders	{(low)}(land)>er>	['low', 'land']
lukewarmly	{(luke)(warm)}>ly>	['luke', 'warm']
lukewarmness	{(luke)(warm)}>ness>	['luke', 'warm']
lightweights	{(light)}{(weigh)>t>}	['light', 'weigh']
linertrain	{(line)}>er>{(train)}	['line', 'train']
linertrains	{(line)}>er>{(train)}	['line', 'train']
lithographic	{(litho)(graph)>ic>}	['litho', 'graph']
latecomers	{(late)}{(come)}>er>	['late', 'come']
leaseholders	{(lease)}{(hold)}>er>	['lease', 'hold']
kleptomaniacs	{(klepto)(mania)>iac>}	['klepto', 'mania']
lamplighters	{(lamp)}{(light)}>er>	['lamp', 'light']
landholders	{(land)}{(hold)}>er>	['land', 'hold']
juryman	{(jur)>y>}(man)	['jur', 'man']
jurymen	{(jur)>y>}(men)	['jur', 'men']
jurywomen	{(jur)>y>}(women)	['jur', 'women']
keyboarder	{(key)}{(board)}>er>	['key', 'board']
keyboarders	{(key)}{(board)}>er>	['key', 'board']
kingfishers	{(king)}{(fish)}>er>	['king', 'fish']
kingmaker	{(king)}{(make)}>er>	['king', 'make']
kingmakers	{(king)}{(make)}>er>	['king', 'make']
jawbreakers	{(jaw)}{(break)}>er>	['jaw', 'break']
jaywalker	{(jay)}{(walk)}>er>	['jay', 'walk']
jaywalkers	{(jay)}{(walk)}>er>	['jay', 'walk']
ironmongeries	{(iron)}{(monger)}>y>	['iron', 'monger']
ironmongery	{(iron)}{(monger)}>y>	['iron', 'monger']
indonesians	{(indo)(nesia)}>n>	['indo', 'nesia']
innkeepers	{(inn)}{(keep)}>er>	['inn', 'keep']
hundredweights	{(hundred)}{(weigh)>t>}	['hundred', 'weigh']
icebreakers	{(ice)}{(break)}>er>	['ice', 'break']
iconoclastic	{(icon)(clast)}>ic>	['icon', 'clast']
ideologists	{(ideo)(log)>ist>}	['ideo', 'log']
hitchhikers	{(hitch)}{(hike)}>er>	['hitch', 'hike']
homogenized	{(homo)(gen)>ize>}	['homo', 'gen']
homogenizes	{(homo)(gen)>ize>}	['homo', 'gen']
homogenizing	{(homo)(gen)>ize>}	['homo', 'gen']
honeymooner	{(honey)}{(moon)}>er>	['honey', 'moon']
hotheadedly	{(hot)}{(head)}>ly>	['hot', 'head']
housebreaker	{(house)}{(break)}>er>	['house', 'break']
housekeepers	{(house)}{(keep)}>er>	['house', 'keep']
housewifely	{(house)}{(wife)}>ly>	['house', 'wife']
housewifery	{(house)}{(wife)}>ory>	['house', 'wife']
heartbreakingly	{(heart)}{(break)}>ly>	['heart', 'break']
heartwarmingly	{(heart)}{(warm)}>ly>	['heart', 'warm']
heavyweights	{(heavy)}{(weigh)>t>}	['heavy', 'weigh']
heterodoxy	{(hetero)(dox)}>y>	['hetero', 'dox']
heterosexuals	(hetero){(sex)}>al>	['hetero', 'sex']
heterogamous	{(hetero)(gam)>ious>}	['hetero', 'gam']
hieroglyphics	{(hiero)(glyph)}>ics>	['hiero', 'glyph']
highflown	{(high)}{(flow)}>n>	['high', 'flow']
highflyer	{(high)}{(fly)}>er>	['high', 'fly']
highflyers	{(high)}{(fly)}>er>	['high', 'fly']
highlanders	{(high)(land)}>er>	['high', 'land']
hillbillies	{(hill)}{(bill)>y>}	['hill', 'bill']
hairdressers	{(hair)}{(dress)}>er>	['hair', 'dress']
handiworks	{(hand)}>y>{(work)}	['hand', 'work']
handmaidens	{(hand)}{(maid)>en>}	['hand', 'maid']
haymaker	{(hay)}{(make)}>er>	['hay', 'make']
haymakers	{(hay)}{(make)}>er>	['hay', 'make']
headhunters	{(head)}{(hunt)}>er>	['head', 'hunt']
gunrunners	{(gun)}{(run)}>er>	['gun', 'run']
gynaecologist	{(gynaec)(log)>ist>}	['gynaec', 'log']
gynaecologists	{(gynaec)(log)>ist>}	['gynaec', 'log']
gynaecology	{(gynaec)(log)>y>}	['gynaec', 'log']
goalkeepers	{(goal)}{(keep)}>er>	['goal', 'keep']
grandiloquence	{(grand)(loqu)>ance>}	['grand', 'loqu']
graphologist	{(graph)(log)>ist>}	['graph', 'log']
graphologists	{(graph)(log)>ist>}	['graph', 'log']
graphology	{(graph)(log)>y>}	['graph', 'log']
greengroceries	{(green)}{(grocer)}>y>	['green', 'grocer']
greengrocery	{(green)}{(grocer)}>y>	['green', 'grocer']
gelignite	{(gel)(ign)>ite>}	['gel', 'ign']
genealogist	{(gen)(log)>ist>}	['gen', 'log']
genealogists	{(gen)(log)>ist>}	['gen', 'log']
genuflections	{(genu)(flect)}>ion>	['genu', 'flect']
gerontology	{(geront)(log)>y>}	['geront', 'log']
glassblowers	{(glass)}{(blow)}>er>	['glass', 'blow']
globetrotters	{(globe)}{(trot)}>er>	['globe', 'trot']
gamekeepers	{(game)}{(keep)}>er>	['game', 'keep']
gamesmanship	{(game)}(man)>ship>	['game', 'man']
gastroenteritis	(gastr){(enter)>itis>}	['gastr', 'enter']
gatecrasher	{(gate)}{(crash)}>er>	['gate', 'crash']
gatecrashers	{(gate)}{(crash)}>er>	['gate', 'crash']
gatekeepers	{(gate)}{(keep)}>er>	['gate', 'keep']
fortnightly	{(fort)(night)}>ly>	['fort', 'night']
fourteenths	{(four)(teen)}>th>	['four', 'teen']
foxhunter	{(fox)}{(hunt)}>er>	['fox', 'hunt']
foxhunters	{(fox)}{(hunt)}>er>	['fox', 'hunt']
freebooter	{(free)}{(boot)}>er>	['free', 'boot']
freelancer	{(free)}{(lance)}>er>	['free', 'lance']
freelancers	{(free)}{(lance)}>er>	['free', 'lance']
freeloaders	{(free)}{(load)}>er>	['free', 'load']
freemasonry	{(free)}{(mason)}>ory>	['free', 'mason']
freightliners	{(freight)}{(line)}>er>	['freight', 'line']
frostbitten	{(frost)}{(bit)}>en>	['frost', 'bit']
floorwalker	{(floor)}{(walk)}>er>	['floor', 'walk']
floorwalkers	{(floor)}{(walk)}>er>	['floor', 'walk']
flycatchers	{(fly)}{(catch)}>er>	['fly', 'catch']
flyweights	{(fly)}{(weigh)>t>}	['fly', 'weigh']
fogsignals	{(fog)}{(sign)}>al>	['fog', 'sign']
footballer	{(foot)}{(ball)}>er>	['foot', 'ball']
footballers	{(foot)}{(ball)}>er>	['foot', 'ball']
footslogger	{(foot)}{(slog)}>er>	['foot', 'slog']
footsloggers	{(foot)}{(slog)}>er>	['foot', 'slog']
firelighter	{(fire)}{(light)}>er>	['fire', 'light']
firelighters	{(fire)}{(light)}>er>	['fire', 'light']
firewatcher	{(fire)}{(watch)}>er>	['fire', 'watch']
firewatchers	{(fire)}{(watch)}>er>	['fire', 'watch']
flamethrowers	{(flame)}{(throw)}>er>	['flame', 'throw']
faultfinders	{(fault)}{(find)}>er>	['fault', 'find']
faultfinder	{(fault)}{(find)}>er>	['fault', 'find']
featherweights	{(feather)}{(weigh)>t>}	['feather', 'weigh']
ethnographers	{(ethn)(graph)>er>}	['ethn', 'graph']
ethnographic	{(ethn)(graph)>ic>}	['ethn', 'graph']
ethnologists	{(ethn)(log)>ist>}	['ethn', 'log']
etymologies	{(etymo)(log)>y>}	['etymo', 'log']
etymologists	{(etymo)(log)>ist>}	['etymo', 'log']
exogamy	{(exo)(gam)>y>}	['exo', 'gam']
entomologists	{(entomo)(log)>ist>}	['entomo', 'log']
eponymous	{(ep)(nym)>ious>}	['ep', 'nym']
equinoctial	{(equi)(noct)>al>}	['equi', 'noct']
equivalences	{(equi)(val)>ance>}	['equi', 'val']
equivocated	{(equi)(voc)>ate>}	['equi', 'voc']
equivocates	{(equi)(voc)>ate>}	['equi', 'voc']
equivocating	{(equi)(voc)>ate>}	['equi', 'voc']
eschatology	{(eschato)(log)>y>}	['eschato', 'log']
elderflowers	{(elder)}{(flow)}>er>	['elder', 'flow']
dumbwaiters	{(dumb)}{(wait)}>er>	['dumb', 'wait']
ecologist	{(eco)(log)>ist>}	['eco', 'log']
ecologists	{(eco)(log)>ist>}	['eco', 'log']
eggbeaters	{(egg)}{(beat)}>er>	['egg', 'beat']
doorkeepers	{(door)}{(keep)}>er>	['door', 'keep']
doorknockers	{(door)}{(knock)}>er>	['door', 'knock']
doxology	{(doxo)(log)>y>}	['doxo', 'log']
dressmakers	{(dress)}{(make)}>er>	['dress', 'make']
dipsomaniacs	{(dipso)(mania)>iac>}	['dipso', 'mania']
dipsomaniac	{(dipso)(mania)>iac>}	['dipso', 'mania']
disembarrassment	{(dis)}{(embarrass)}>ment>	['dis', 'embarrass']
disforestation	{(dis)}{(forest)}>ion>	['dis', 'forest']
dermatologists	{(derm)(log)>ist>}	['derm', 'log']
dessertspoonful	{(dessert)}{(spoon)}>ful>	['dessert', 'spoon']
dessertspoonfuls	{(dessert)}{(spoon)}>ful>	['dessert', 'spoon']
dichotomies	{(dicho)(tom)>y>}	['dicho', 'tom']
dickybird	{(dick)>y>}{(bird)}	['dick', 'bird']
dickybirds	{(dick)>y>}{(bird)}	['dick', 'bird']
deerstalkers	{(deer)}{(stalk)}>er>	['deer', 'stalk']
deliverymen	{(deliver)}>y>{(men)}	['deliver', 'men']
democratized	{(demo)(crat)}>ize>	['demo', 'crat']
democratizes	{(demo)(crat)}>ize>	['demo', 'crat']
democratizing	{(demo)(crat)}>ize>	['demo', 'crat']
demographers	{(demo)(graph)>er>}	['demo', 'graph']
cytologist	{(cyto)(log)>ist>}	['cyto', 'log']
cytologists	{(cyto)(log)>ist>}	['cyto', 'log']
cytology	{(cyto)(log)>y>}	['cyto', 'log']
daydreamer	{(day)}{(dream)}>er>	['day', 'dream']
daydreamers	{(day)}{(dream)}>er>	['day', 'dream']
criminologist	{(crimin)(log)>ist>}	['crimin', 'log']
criminologists	{(crimin)(log)>ist>}	['crimin', 'log']
cryptographer	{(crypt)(graph)>er>}	['crypt', 'graph']
cryptographers	{(crypt)(graph)>er>}	['crypt', 'graph']
cosmologies	{(cosmo)(log)>y>}	['cosmo', 'log']
cosmopolite	{(cosmo)(pol)>ite>}	['cosmo', 'pol']
cosmopolites	{(cosmo)(pol)>ite>}	['cosmo', 'pol']
counteractions	(counter){(act)}>ion>	['counter', 'act']
counterattacker	(counter){(attack)}>er>	['counter', 'attack']
counterattackers	(counter){(attack)}>er>	['counter', 'attack']
counterattractions	(counter){(attract)}>ion>	['counter', 'attract']
cowcatchers	{(cow)}{(catch)}>er>	['cow', 'catch']
contrapuntal	{(contra)(punt)>al>}	['contra', 'punt']
copyholder	{(copy)}{(hold)}>er>	['copy', 'hold']
copyholders	{(copy)}{(hold)}>er>	['copy', 'hold']
copywriters	{(copy)}{(write)}>er>	['copy', 'write']
concertgoer	{(concert)}{(go)}>er>	['concert', 'go']
concertgoers	{(concert)}{(go)}>er>	['concert', 'go']
companionway	{(compan)>ion>}{(way)}	['compan', 'way']
companionways	{(compan)>ion>}{(way)}	['compan', 'way']
chronologies	{(chrono)(log)>y>}	['chrono', 'log']
churchgoer	{(church)}{(go)}>er>	['church', 'go']
churchwardens	{(church)}{(ward)}>en>	['church', 'ward']
clapperboards	{(clap)}>er>{(board)}	['clap', 'board']
cliffhangers	{(cliff)}{(hang)}>er>	['cliff', 'hang']
coachbuilder	{(coach)}{(build)}>er>	['coach', 'build']
coachbuilders	{(coach)}{(build)}>er>	['coach', 'build']
coalbunker	{(coal)}{(bunk)}>er>	['coal', 'bunk']
coalbunkers	{(coal)}{(bunk)}>er>	['coal', 'bunk']
chapelgoer	{(chapel)}{(go)}>er>	['chapel', 'go']
chapelgoers	{(chapel)}{(go)}>er>	['chapel', 'go']
checkerboards	{(check)}>er>{(board)}	['check', 'board']
chimneysweeper	{(chimney)}{(sweep)}>er>	['chimney', 'sweep']
chimneysweepers	{(chimney)}{(sweep)}>er>	['chimney', 'sweep']
chiropractors	{(chiro)(pract)>or>}	['chiro', 'pract']
chiropractic	{(chiro)(pract)>ic>}	['chiro', 'pract']
campanologist	{(campan)(log)>ist>}	['campan', 'log']
campanologists	{(campan)(log)>ist>}	['campan', 'log']
campanology	{(campan)(log)>y>}	['campan', 'log']
cardsharpers	{(card)}{(sharp)}>er>	['card', 'sharp']
caretakers	{(care)}{(take)}>er>	['care', 'take']
carpetbaggers	{(carpet)}{(bag)}>er>	['carpet', 'bag']
cartographers	{(cart)(graph)>er>}	['cart', 'graph']
cartography	{(cart)(graph)>y>}	['cart', 'graph']
bullheadedly	{(bull)}{(head)}>ly>	['bull', 'head']
bullheadedness	{(bull)}{(head)}>ness>	['bull', 'head']
bullwhackers	{(bull)}{(whack)}>er>	['bull', 'whack']
bushwhackers	{(bush)}{(whack)}>er>	['bush', 'whack']
bushwhacker	{(bush)}{(whack)}>er>	['bush', 'whack']
cabdrivers	{(cab)}{(drive)}>er>	['cab', 'drive']
calligrapher	{(calli)(graph)>er>}	['calli', 'graph']
calligraphist	{(calli)(graph)>ist>}	['calli', 'graph']
calligraphists	{(calli)(graph)>ist>}	['calli', 'graph']
breadwinners	{(bread)}{(win)}>er>	['bread', 'win']
broadmindedly	{(broad)}{(mind)}>ly>	['broad', 'mind']
broadmindedness	{(broad)}{(mind)}>ness>	['broad', 'mind']
bulldozers	{(bull)}{(doze)}>er>	['bull', 'doze']
bullfighters	{(bull)}{(fight)}>er>	['bull', 'fight']
boilersuit	{(boil)}>er>{(suit)}	['boil', 'suit']
boilersuits	{(boil)}>er>{(suit)}	['boil', 'suit']
bondholders	{(bond)}{(hold)}>er>	['bond', 'hold']
bonesetters	{(bone)}{(set)}>er>	['bone', 'set']
boneshakers	{(bone)}{(shake)}>er>	['bone', 'shake']
bookbinderies	{(book)}{(bind)}>ory>	['book', 'bind']
bookbinders	{(book)}{(bind)}>er>	['book', 'bind']
bookkeepers	{(book)}{(keep)}>er>	['book', 'keep']
bookmaker	{(book)}{(make)}>er>	['book', 'make']
bookmakers	{(book)}{(make)}>er>	['book', 'make']
bookmarker	{(book)}{(mark)}>er>	['book', 'mark']
bookmarkers	{(book)}{(mark)}>er>	['book', 'mark']
booksellers	{(book)}{(sell)}>er>	['book', 'sell']
biographic	{(bio)(graph)>ic>}	['bio', 'graph']
biographies	{(bio)(graph)>y>}	['bio', 'graph']
blabbermouths	{(blab)}>er>{(mouth)}	['blab', 'mouth']
blackamoor	{(black)>a>(moor)}	['black', 'moor']
blackamoors	{(black)>a>(moor)}	['black', 'moor']
blackguardly	{(black)(guard)}>ly>	['black', 'guard']
blackmailers	{(black)}{(mail)}>er>	['black', 'mail']
blockbusters	{(block)}{(bust)}>er>	['block', 'bust']
bloodsuckers	{(blood)}{(suck)}>er>	['blood', 'suck']
benedictines	{(bene)(dict)}>ine>	['bene', 'dict']
benedictions	{(bene)(dict)}>ion>	['bene', 'dict']
benefactions	{(bene)(fact)>ion>}	['bene', 'fact']
benefactors	{(bene)(fact)>or>}	['bene', 'fact']
benefactress	{(bene)(fact)>ess>}	['bene', 'fact']
benefactresses	{(bene)(fact)>ess>}	['bene', 'fact']
bibliographers	{(biblio)(graph)>er>}	['biblio', 'graph']
billposter	{(bill)}{(post)}>er>	['bill', 'post']
billposters	{(bill)}{(post)}>er>	['bill', 'post']
billsticker	{(bill)}{(stick)}>er>	['bill', 'stick']
billstickers	{(bill)}{(stick)}>er>	['bill', 'stick']
barefacedly	{(bare)}{(face)}>ly>	['bare', 'face']
barnstormers	{(barn)}{(storm)}>er>	['barn', 'storm']
bartenders	{(bar)}{(tend)}>er>	['bar', 'tend']
beachcombers	{(beach)}{(comb)}>er>	['beach', 'comb']
bedsitter	{(bed)}{(sit)}>er>	['bed', 'sit']
bedsitters	{(bed)}{(sit)}>er>	['bed', 'sit']
beefeaters	{(beef)}{(eat)}>er>	['beef', 'eat']
beggarmen	{(beg)}>ar>{(men)}	['beg', 'men']
beggarwomen	{(beg)}>ar>{(women)}	['beg', 'women']
backbenchers	{(back)}{(bench)}>er>	['back', 'bench']
backbencher	{(back)}{(bench)}>er>	['back', 'bench']
backbreakingly	{(back)}{(break)}>ly>	['back', 'break']
backhander	{(back)}{(hand)}>er>	['back', 'hand']
backhanders	{(back)}{(hand)}>er>	['back', 'hand']
backscratchers	{(back)}{(scratch)}>er>	['back', 'scratch']
